clock,sample,za1,za2,za3,za4,za5,za6,za7,za8,za9,za10,za11,za12,za13,za14,za15,za16,za17,za18,za19,za20,za21,za22,za23,za24,za25,za26,za27,za28,za29,za30,za31,za32,zd1,zd2,zd3,zd4,zd5,zd6,zd7,zd8,zd9,zd10,zd11,zd12,zd13,zd14,zd15,zd16,zd17,zd18,zd19,zd20,zd21,zd22,zd23,zd24,zd25,zd26,zd27,zd28,zd29,zd30,zd31,zd32,pattern1,pattern2,pattern3,pattern4,pattern5,pattern6,pattern7,pattern8
Sat May 07 2016 18:16:48 GMT-0700 (PDT),639355,-2558,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-2542,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-6475,-220,-1825,-4,-639355,-191,-2492,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-2337,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-639355,-6470,-218,-1823,-3,-639355,-186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:16:51 GMT-0700 (PDT),639358,-2561,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-2545,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-6478,-223,-1828,-7,-639358,-194,-2495,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-2340,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-639358,-6473,-221,-1826,-6,-639358,-189,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:16:56 GMT-0700 (PDT),639362,-2565,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-2549,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-6482,-227,-1832,0,-639362,-198,-2499,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-2344,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-639362,-6477,-225,-1830,-10,-639362,-193,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:16:59 GMT-0700 (PDT),639365,-2568,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-2552,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-6485,-230,-1835,-3,-639365,-201,-2502,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-2347,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-639365,-6480,-228,-1833,-1,-639365,-196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:17:09 GMT-0700 (PDT),639376,-2579,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-2563,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-6496,-241,-1846,-2,-639376,-212,-2513,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-2358,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-639376,-6491,-239,-1844,-12,-639376,-207,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:17:11 GMT-0700 (PDT),639377,-2580,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-2564,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-6497,-242,-1847,-3,-639377,-213,-2514,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-2359,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-639377,-6492,-240,-1845,-1,-639377,-208,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 20:51:41 GMT-0700 (PDT),648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-199,-648647,-3,-648647,-6,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-648647,-194,-648647,-1,-648647,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 20:51:52 GMT-0700 (PDT),648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-211,-648659,-3,-648659,-5,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-648659,-206,-648659,-1,-648659,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 20:52:03 GMT-0700 (PDT),648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-222,-648670,-5,-648670,-8,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-648670,-217,-648670,-3,-648670,-2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 20:52:14 GMT-0700 (PDT),648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-232,-648680,-3,-648680,-6,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-648680,-227,-648680,-1,-648680,-12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 20:52:23 GMT-0700 (PDT),648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-241,-648689,-4,-648689,-5,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-648689,-236,-648689,-2,-648689,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 20:52:33 GMT-0700 (PDT),648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-251,-648699,-4,-648699,-5,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-648699,-246,-648699,-2,-648699,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 20:52:41 GMT-0700 (PDT),648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-259,-648707,-2,-648707,-4,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-648707,-254,-648707,0,-648707,-8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
